identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
MTJ-00090,unassigned_point,node/12580216563,no,38.6999224,-8.9535782,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00091,unassigned_point,node/12580240752,no,38.6990524,-8.9482577,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00092,unassigned_point,node/12580240751,no,38.6658356,-8.6196933,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00093,unassigned_point,node/12175855269,no,38.717288,-8.9720832,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00094,unassigned_point,node/12827194269,no,38.7185521,-8.9712492,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00095,unassigned_point,node/12580240753,no,38.7002386,-8.9295603,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00096,unassigned_point,node/12205419872,no,38.708522,-8.9764293,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00098,unassigned_point,node/12992395108,no,38.709732,-8.971713,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00099,unassigned_point,node/12992415096,no,38.67853,-8.9682572,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00100,unassigned_point,node/12992415095,no,38.706319,-8.9839733,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00102,unassigned_point,node/12959812450,no,38.7074656,-8.9572552,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00103,unassigned_point,node/12282173641,no,38.6890209,-8.945625,EDP,yes,09:00-20:00,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00105/106 -> MTJ-00105,child_point,child/node/11931765172,no,38.702824449999994,-8.946564100000002,EDP,yes,09:00-22:00,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
MTJ-00105/106 -> MTJ-00106,child_point,child/node/12437168797,no,38.702824449999994,-8.946564100000002,EDP,yes,09:00-22:00,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00107/108 -> MTJ-00107,child_point,child/node/12712894439,no,38.70713085,-8.944442800000001,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
MTJ-00107/108 -> MTJ-00108,child_point,child/node/12358146113,no,38.70713085,-8.944442800000001,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,300 kW,1000
MTJ-00111,unassigned_point,node/13172079180,no,38.7126403,-8.95665,True Kare,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00112,unassigned_point,node/13035442093,no,38.7050565,-8.9648218,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00113,unassigned_point,node/12992415094,no,38.698994,-8.948905,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00114,unassigned_point,node/12992415093,no,38.703903,-8.928151,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00115,unassigned_point,node/12827194268,no,38.7125273,-8.979783,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-00116,unassigned_point,node/9458380034,no,38.7140277,-8.9727289,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTJ-90003,unassigned_point,node/8279698785,yes,38.7047119,-8.9755303,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTJ-?????,unassigned_point,node/12197796441,yes,38.6830337,-8.6065485,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,2,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,500,150 kW,1000
MTJ-????? - BP,unassigned_point,node/12176539857,yes,38.682919,-8.956431,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
MTL-00001,unassigned_point,node/8270219483,no,37.64152,-7.6588078,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTL-00003,unassigned_point,node/12697379963,no,37.643615,-7.655624,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
MTR-00008,unassigned_point,node/8427190382,no,41.823207,-7.7916817,Alfa Energia,yes,24/7,Mobi.E,,,,PT,+351 234 661 194,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTR-00009,unassigned_point,node/8449811872,yes,41.6406842,-7.9465337,Alfa Energia,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTR-00010,unassigned_point,node/8427199534,yes,41.7134836,-8.035408,Alfa Energia,yes,24/7,Mobi.E,,,,PT,+351 234 661 194,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTR-90004,unassigned_point,node/8313008424,no,41.8409259,-7.9500246,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00001,unassigned_point,node/5370481549,no,41.1869372,-8.6936977,Mobiletric,yes,24/7,Mobi.E,Largo José Santos Leça,Matosinhos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00016…20 -> MTS-00016,child_point,child/node/8308473982,no,41.18324084734419,-8.653788171844901,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00016…20 -> MTS-00017,child_point,child/node/13029213173,no,41.18324084734419,-8.653788171844901,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00016…20 -> MTS-00018,child_point,child/node/8308473981,no,41.18324084734419,-8.653788171844901,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00016…20 -> MTS-00019,child_point,child/node/13029213172,no,41.18324084734419,-8.653788171844901,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00016…20 -> MTS-00020,child_point,child/node/13029213171,no,41.18324084734419,-8.653788171844901,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00022,unassigned_point,node/8113006405,no,41.2168475,-8.623306,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00023,unassigned_point,node/8113006404,no,41.2168525,-8.6234173,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00024,unassigned_point,node/8228940606,no,41.1842841,-8.663843,Galp Geste,yes,24/7,Mobi.E,A 28,Matosinhos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00025,unassigned_point,node/12507829955,no,41.2017054,-8.6255681,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00026,unassigned_point,node/8308485030,no,41.2017055,-8.6254806,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00027,unassigned_point,node/8078380228,no,41.2168565,-8.6235487,Powerdot,yes,24/7,Mobi.E,Rua da Lionesa,Matosinhos,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00028,unassigned_point,node/8113026406,no,41.181885,-8.6902466,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00029,unassigned_point,node/8229012588,no,41.1833313,-8.6614403,Galp Geste,yes,24/7,Mobi.E,A 28,Matosinhos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00031/94 -> MTS-00031,child_point,child/node/8228854413,no,41.17206653287452,-8.678332366565003,Galp Geste,yes,24/7,Mobi.E,Estrada Exterior da Circunvalação,Matosinhos,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00031/94 -> MTS-00094,child_point,child/node/10261279410,no,41.17206653287452,-8.678332366565003,Galp Geste,yes,24/7,Mobi.E,Estrada Exterior da Circunvalação,Matosinhos,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
MTS-00032,unassigned_point,node/8231827474,no,41.2201289,-8.6874714,Galp Geste,yes,24/7,Mobi.E,Avenida Mário Brito,Perafita,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00033/34 -> MTS-00033,child_point,child/node/8419379848,no,41.1773375,-8.6821327,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00033/34 -> MTS-00034,child_point,child/node/13235511936,no,41.1773375,-8.6821327,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00037,child_point,child/node/8868413625,no,41.184238610308554,-8.681591160310301,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt,1,63,25 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,25 kW,500
MTS-00038,unassigned_point,node/8380381402,no,41.2202713,-8.6879486,Galp Power,yes,24/7,Mobi.E,Avenida Mário Brito,Perafita,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
MTS-00039,unassigned_point,node/9455724316,no,41.2012,-8.6950833,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00041 - Instituto CUF,unassigned_point,node/9374826105,no,41.181513,-8.650829,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00042 - Instituto CUF,unassigned_point,node/9374826104,no,41.1815418,-8.650855,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00043,unassigned_point,node/8719792738,no,41.1925965,-8.7055354,EDP,yes,24/7,Mobi.E,Avenida da Liberdade,Leça da Palmeira,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,200,90 kW,1000
MTS-00044,unassigned_point,node/9751572711,no,41.1827666,-8.6766549,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
MTS-00045,unassigned_point,node/9644000006,no,41.1960644,-8.6886529,EcoInside,yes,Mo-Fr 09:00-18:00,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
MTS-00046,unassigned_point,node/9588613161,no,41.1793278,-8.6907241,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
MTS-00047,unassigned_point,node/12431852858,no,41.17927,-8.6892764,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,90 kW,1000
MTS-00048,unassigned_point,node/9731276113,no,41.1792714,-8.6892279,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,90 kW,1000
MTS-00049/51 -> MTS-00049,child_point,child/node/10134101800,no,41.21641492776954,-8.68427429720543,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
MTS-00049/51 -> MTS-00051,child_point,child/node/10134101801,no,41.21641492776954,-8.68427429720543,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,500
MTS-00049/51 -> MTS-00051,child_point,child/node/12634507612,no,41.21641492776954,-8.68427429720543,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,80 kW,500
MTS-00049/51 -> MTS-00051,child_point,child/node/12634507613,no,41.21641492776954,-8.68427429720543,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,80 kW,500
MTS-00049/51 -> MTS-00051,child_point,child/node/12634507614,no,41.21641492776954,-8.68427429720543,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,80 kW,500
MTS-00053…56 -> MTS-00053,child_point,child/node/10109931963,no,41.2097361,-8.687162449999999,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,60 kW,1000
MTS-00053…56 -> MTS-00054,child_point,child/node/10178900957,no,41.2097361,-8.687162449999999,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00053…56 -> MTS-00055,child_point,child/node/12521493682,no,41.2097361,-8.687162449999999,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00053…56 -> MTS-00056,child_point,child/node/12521493681,no,41.2097361,-8.687162449999999,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00057,child_point,child/node/12521493677,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00058,child_point,child/node/12521493678,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00059,child_point,child/node/12521493679,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00060,child_point,child/node/12521493680,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00061,child_point,child/node/12396694984,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00062,child_point,child/node/12396775551,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00063,child_point,child/node/12521493676,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00064,child_point,child/node/12521493675,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00065,child_point,child/node/12521493674,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00066,child_point,child/node/12521493673,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00067,child_point,child/node/12396694983,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00068,child_point,child/node/12521493672,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00069,child_point,child/node/12521493671,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00070,child_point,child/node/12521493670,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00071,child_point,child/node/10178900956,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00072,child_point,child/node/12521493669,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00057…73 -> MTS-00073,child_point,child/node/12521493668,no,41.210373292163,-8.688465232792968,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00074,child_point,child/node/12431828963,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,60 kW,500
MTS-00074…81 -> MTS-00075,child_point,child/node/10215514768,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00076,child_point,child/node/12521460063,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00077,child_point,child/node/12521460062,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00078,child_point,child/node/12521460059,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00079,child_point,child/node/10215514767,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00080,child_point,child/node/12521460061,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
MTS-00074…81 -> MTS-00081,child_point,child/node/12521460060,no,41.20885997435562,-8.687615000200628,Galp Power,yes,07:00-23:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
