identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
ODV-00048,unassigned_point,node/9457635109,no,38.7982096,-9.1772278,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ODV-00049,unassigned_point,node/10712064750,no,38.814542,-9.215019,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ODV-00050,unassigned_point,node/9848304989,no,38.7962647,-9.1964198,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ODV-90002,unassigned_point,node/8308996414,no,38.7869425,-9.1767215,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00011,unassigned_point,node/8089397865,no,38.7274772,-9.2185075,Mobiletric,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00012,unassigned_point,node/8089397866,no,38.7274992,-9.2184085,Mobiletric,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00013,unassigned_point,node/8284950736,no,38.6928248,-9.3143651,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00014,unassigned_point,node/8089417532,no,38.7227753,-9.2471261,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00020,unassigned_point,node/8089397867,no,38.724172,-9.2140826,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00031,unassigned_point,node/8223084435,no,38.6955994,-9.3080451,Mobiletric,yes,24/7,Mobi.E,Avenida Embaixador Augusto de Castro,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00032,unassigned_point,node/8207755912,no,38.6999998,-9.2314258,Mobiletric,yes,24/7,Mobi.E,Rua Parque Anjos,Algés,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00033,unassigned_point,node/8221024155,no,38.7157924,-9.240303,Mobiletric,yes,24/7,Mobi.E,Avenida 25 de Abril de 1974,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00034,unassigned_point,node/8308931087,no,38.7512571,-9.282937,Mobiletric,yes,24/7,Mobi.E,Rua Comendador Álvaro Vilela,Barcarena,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00035,unassigned_point,node/8220959778,no,38.7145257,-9.2303248,Mobiletric,yes,24/7,Mobi.E,Avenida José Gomes Ferreira,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00036,unassigned_point,node/8222780284,no,38.7416913,-9.2850712,Mobiletric,yes,24/7,Mobi.E,Estrada do Cacém,Barcarena,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00037,unassigned_point,node/8223050757,no,38.6908438,-9.3015558,Mobiletric,yes,24/7,Mobi.E,Avenida Engenheiro Bonneville Franco,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00038,unassigned_point,node/8221002951,no,38.7145068,-9.2332403,Mobiletric,yes,24/7,Mobi.E,Alameda António Sérgio,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00040…42 -> OER-00040,child_point,child/node/8222811046,no,38.705724775167816,-9.293624195774575,Helexia II,yes,24/7,Mobi.E,,Paço de Arcos,,PT,+351 210 181 157,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00040…42 -> OER-00041,child_point,child/node/13046669956,no,38.705724775167816,-9.293624195774575,Helexia II,yes,24/7,Mobi.E,,Paço de Arcos,,PT,+351 210 181 157,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00040…42 -> OER-00042,child_point,child/node/8346995324,no,38.705724775167816,-9.293624195774575,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00043,unassigned_point,node/8379408004,no,38.7418908,-9.306757,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00044,unassigned_point,node/8207701819,no,38.6988559,-9.2303811,Galp Power,yes,24/7,Mobi.E,Praça 25 de Abril de 1974,Algés,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00045,unassigned_point,node/8221042528,no,38.7125123,-9.2425439,Mobiletric,yes,24/7,Mobi.E,Largo do Mercado,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00056,unassigned_point,node/8390580724,no,38.7434117,-9.3063707,Helexia II,yes,24/7,Mobi.E,,Porto Salvo,,PT,+351 210 181 157,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00058,unassigned_point,node/8222805987,no,38.7413266,-9.3057491,Mobiletric,yes,24/7,Mobi.E,Avenida Professor Doutor Cavaco Silva,Porto Salvo,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00059,unassigned_point,node/8222872161,no,38.7123262,-9.2988701,Mobiletric,yes,24/7,Mobi.E,,Paço de Arcos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00062,unassigned_point,node/8220947976,no,38.713968,-9.2252762,Mobiletric,yes,24/7,Mobi.E,Alameda Fernão Lopes,Algés,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00063,unassigned_point,node/8486759711,no,38.714765,-9.225692,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
OER-00064,unassigned_point,node/8222828643,no,38.7398276,-9.303146,Galp Power,yes,24/7,Mobi.E,,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00068,unassigned_point,node/8223005911,no,38.700725,-9.3051099,Galp Power,yes,24/7,Mobi.E,Rua do Coro de Santo Amaro de Oeiras,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00069,unassigned_point,node/8220935973,no,38.7153299,-9.2262049,Galp Power,yes,24/7,Mobi.E,Rua António Loureiro Borges,Miraflores,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00070,unassigned_point,node/8222828681,no,38.7219642,-9.3030247,Galp Power,yes,24/7,Mobi.E,Rua Carlos Carneiro,Porto Salvo,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00071,unassigned_point,node/8223097866,no,38.6954239,-9.3024964,Galp Power,yes,24/7,Mobi.E,Praceta de Manica,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00072,unassigned_point,node/8222940114,no,38.711884,-9.297689,Galp Power,yes,24/7,Mobi.E,,Paço de Arcos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00073,unassigned_point,node/8234878471,no,38.7174111,-9.2381829,Galp Power,yes,24/7,Mobi.E,Rua Alexandre Herculano,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00074,unassigned_point,node/8222975139,no,38.696784,-9.2933672,Galp Power,yes,24/7,Mobi.E,Rua Luciano Cordeiro,Paço de Arcos,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00075,unassigned_point,node/8223157567,no,38.6763085,-9.3207208,Galp Power,yes,24/7,Mobi.E,,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00076,unassigned_point,node/8223130947,no,38.6766952,-9.3233752,Galp Power,yes,24/7,Mobi.E,,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00077,unassigned_point,node/8234886183,no,38.6879583,-9.3176763,Galp Power,yes,24/7,Mobi.E,Avenida Infante Dom Henrique,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00078,unassigned_point,node/8222780285,no,38.7316172,-9.2781894,Mobiletric,yes,24/7,Mobi.E,Largo 5 de Outubro,Barcarena,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00079,unassigned_point,node/8222763507,no,38.7144562,-9.3096517,Galp Power,yes,24/7,Mobi.E,,Porto Salvo,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00080,unassigned_point,node/8222759971,no,38.7016732,-9.2756985,Galp Power,yes,24/7,Mobi.E,Rua Doutor Manuel Rodrigues,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00081,unassigned_point,node/8222759972,no,38.7189138,-9.262964,Galp Power,yes,24/7,Mobi.E,Rua João XXI,Queijas,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00082,unassigned_point,node/8223137485,no,38.6803841,-9.3201723,Galp Power,yes,24/7,Mobi.E,Rua de Aljubarrota,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00084,unassigned_point,node/8220947977,no,38.7119283,-9.2254409,Galp Power,yes,24/7,Mobi.E,Avenida General Norton de Matos,Algés,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00085,unassigned_point,node/8222924827,no,38.7018159,-9.2939088,Galp Power,yes,24/7,Mobi.E,Rua José Pedro da Silva,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00086,unassigned_point,node/8223008113,no,38.7026263,-9.3060588,Galp Power,yes,24/7,Mobi.E,Rua Doutor José da Cunha,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00087,unassigned_point,node/8223093248,no,38.6915508,-9.3052411,Galp Power,yes,24/7,Mobi.E,Avenida Doutor Francisco de Sá Carneiro,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
OER-00090,unassigned_point,node/3697287975,no,38.7132617,-9.2855607,Galp Power,yes,24/7,Mobi.E,Area de Serviço de Oeiras,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00095…98/232/233 -> OER-00095,child_point,child/node/9225441577,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,100 kW,500
OER-00095…98/232/233 -> OER-00096,child_point,child/node/12577023686,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,100 kW,500
OER-00095…98/232/233 -> OER-00097,child_point,child/node/12577023685,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00095…98/232/233 -> OER-00098,child_point,child/node/12577023684,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00095…98/232/233 -> OER-00232,child_point,child/node/12219380408,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,200 kW,1000
OER-00095…98/232/233 -> OER-00232,child_point,child/node/12577023679,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
OER-00095…98/232/233 -> OER-00232,child_point,child/node/12577023680,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
OER-00095…98/232/233 -> OER-00233,child_point,child/node/12577023677,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
OER-00095…98/232/233 -> OER-00233,child_point,child/node/12577023678,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
OER-00095…98/232/233 -> OER-00233,child_point,child/node/12577023683,no,38.705018430257645,-9.301832753511814,Powerdot,yes,Mo-Su 10:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
OER-00099,unassigned_point,node/8385464249,no,38.7263169,-9.2430559,Mobiletric,yes,24/7,Mobi.E,,Carnaxide,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
OER-00117,unassigned_point,node/8221001002,no,38.7163546,-9.2405145,Galp Geste,yes,24/7,Mobi.E,Avenida 25 de Abril de 1974,Linda-a-Velha,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OER-00118,unassigned_point,node/9561133783,no,38.708606,-9.224587,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
OER-00120,unassigned_point,node/9731247071,no,38.7147982,-9.2993746,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00123/124,unassigned_point,node/9847687373,no,38.7017774,-9.305042,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,4,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00125,unassigned_point,node/9917778740,no,38.7145634,-9.2312837,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00126,unassigned_point,node/12663508460,no,38.7145393,-9.2312072,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00127,unassigned_point,node/10013162987,no,38.7096885,-9.2885676,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,120 kW,1000
OER-00128,unassigned_point,node/9902496782,no,38.7121672,-9.3109274,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00129,unassigned_point,node/9880452422,no,38.7511636,-9.3069776,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
OER-00131,unassigned_point,node/9932668650,no,38.7132284,-9.3106223,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,60 kW,1000
OER-00132,unassigned_point,node/10218086013,no,38.7500638,-9.3038688,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00136,unassigned_point,node/10157924959,no,38.7046878,-9.2945614,EDP,yes,08:00-24:00,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
OER-00139,unassigned_point,node/10599985315,no,38.7291506,-9.2374555,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,250,100 kW,1000
OER-00140,unassigned_point,node/10282210172,no,38.7233361,-9.2440858,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00146,unassigned_point,node/8284949049,no,38.6926311,-9.3144053,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00147…151 -> OER-00147,child_point,child/node/10665576672,no,38.712030150000004,-9.296968350000002,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00147…151 -> OER-00148,child_point,child/node/12728913184,no,38.712030150000004,-9.296968350000002,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00147…151 -> OER-00149,child_point,child/node/12728913183,no,38.712030150000004,-9.296968350000002,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00147…151 -> OER-00150,child_point,child/node/12728913182,no,38.712030150000004,-9.296968350000002,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00147…151 -> OER-00151,child_point,child/node/12728913181,no,38.712030150000004,-9.296968350000002,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00154,unassigned_point,node/8294833213,no,38.7258633,-9.2420152,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00160,unassigned_point,node/8522435566,no,38.7118516,-9.2977334,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00161,unassigned_point,node/8242649494,no,38.701809,-9.2756226,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00162,unassigned_point,node/8990093859,no,38.7398034,-9.3031836,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00163,unassigned_point,node/9238885739,no,38.7014646,-9.3021858,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00165,unassigned_point,node/9238885737,no,38.7000378,-9.2298749,GreenCharge,yes,24/7,Mobi.E,,,,PT,+351 800 210 432,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OER-00169,unassigned_point,node/10830538308,no,38.6839783,-9.3164136,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,180 kW,1000
OER-00170,unassigned_point,node/10830538309,no,38.700745,-9.2279442,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,180 kW,1000
OER-00171,unassigned_point,node/8385485018,no,38.6850904,-9.3136434,Galp Power,yes,24/7,Mobi.E,,Oeiras,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,180 kW,1000
OER-00174,unassigned_point,node/10998269607,no,38.7026454,-9.3043137,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,180 kW,1000
OER-00178,unassigned_point,node/10759985335,no,38.6943353,-9.321986,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,180 kW,1000
OER-00179,unassigned_point,node/12621450249,no,38.6943339,-9.3219259,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,180 kW,1000
OER-00180/182,unassigned_point,node/11359317373,no,38.7073356,-9.3029254,Logical Gravity,yes,24/7,Mobi.E,,,,PT,+351 210 939 606;+351 224 801 080,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
